"","DATE","CAMERA.ID","ADDRESS","VIOLATIONS","LATITUDE","LONGITUDE","LOCATION","date","count"
"26759","03/31/2015","CHI019","2917 W ROOSEVELT",31,41.866364,-87.699143,"(41.866364, -87.699143)",2015-03-31,1
"26782","03/31/2015","CHI045","445 W 127TH",170,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-03-31,1
"26884","04/01/2015","CHI003","4124 W FOSTER AVE",78,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-01,1
"26886","04/01/2015","CHI005","2080 W PERSHING",22,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-01,1
"26888","04/01/2015","CHI008","3655 W JACKSON",36,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-01,1
"26892","04/01/2015","CHI013","5330 S COTTAGE GROVE",43,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-01,1
"26896","04/01/2015","CHI019","2917 W ROOSEVELT",37,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-01,1
"26919","04/01/2015","CHI045","445 W 127TH",177,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-01,1
"27024","04/02/2015","CHI003","4124 W FOSTER AVE",82,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-02,1
"27026","04/02/2015","CHI005","2080 W PERSHING",13,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-02,1
"27028","04/02/2015","CHI008","3655 W JACKSON",23,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-02,1
"27032","04/02/2015","CHI013","5330 S COTTAGE GROVE",25,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-02,1
"27036","04/02/2015","CHI019","2917 W ROOSEVELT",24,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-02,1
"27058","04/02/2015","CHI045","445 W 127TH",141,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-02,1
"27151","04/03/2015","CHI003","4124 W FOSTER AVE",118,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-03,1
"27153","04/03/2015","CHI005","2080 W PERSHING",23,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-03,1
"27155","04/03/2015","CHI008","3655 W JACKSON",35,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-03,1
"27159","04/03/2015","CHI013","5330 S COTTAGE GROVE",35,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-03,1
"27163","04/03/2015","CHI019","2917 W ROOSEVELT",29,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-03,1
"27173","04/03/2015","CHI045","445 W 127TH",213,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-03,1
"27220","04/04/2015","CHI003","4124 W FOSTER AVE",59,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-04,1
"27222","04/04/2015","CHI005","2080 W PERSHING",20,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-04,1
"27224","04/04/2015","CHI008","3655 W JACKSON",41,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-04,1
"27228","04/04/2015","CHI013","5330 S COTTAGE GROVE",79,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-04,1
"27232","04/04/2015","CHI019","2917 W ROOSEVELT",38,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-04,1
"27242","04/04/2015","CHI045","445 W 127TH",227,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-04,1
"27292","04/05/2015","CHI003","4124 W FOSTER AVE",113,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-05,1
"27294","04/05/2015","CHI005","2080 W PERSHING",13,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-05,1
"27296","04/05/2015","CHI008","3655 W JACKSON",33,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-05,1
"27300","04/05/2015","CHI013","5330 S COTTAGE GROVE",69,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-05,1
"27304","04/05/2015","CHI019","2917 W ROOSEVELT",46,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-05,1
"27314","04/05/2015","CHI045","445 W 127TH",225,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-05,1
"27366","04/06/2015","CHI003","4124 W FOSTER AVE",84,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-06,1
"27368","04/06/2015","CHI005","2080 W PERSHING",15,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-06,1
"27370","04/06/2015","CHI008","3655 W JACKSON",23,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-06,1
"27374","04/06/2015","CHI013","5330 S COTTAGE GROVE",29,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-06,1
"27378","04/06/2015","CHI019","2917 W ROOSEVELT",34,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-06,1
"27388","04/06/2015","CHI045","445 W 127TH",204,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-06,1
"27438","04/07/2015","CHI003","4124 W FOSTER AVE",71,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-07,1
"27440","04/07/2015","CHI005","2080 W PERSHING",8,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-07,1
"27442","04/07/2015","CHI008","3655 W JACKSON",13,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-07,1
"27446","04/07/2015","CHI013","5330 S COTTAGE GROVE",25,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-07,1
"27450","04/07/2015","CHI019","2917 W ROOSEVELT",28,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-07,1
"27460","04/07/2015","CHI045","445 W 127TH",164,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-07,1
"27510","04/08/2015","CHI003","4124 W FOSTER AVE",112,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-08,1
"27512","04/08/2015","CHI005","2080 W PERSHING",13,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-08,1
"27514","04/08/2015","CHI008","3655 W JACKSON",23,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-08,1
"27518","04/08/2015","CHI013","5330 S COTTAGE GROVE",37,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-08,1
"27522","04/08/2015","CHI019","2917 W ROOSEVELT",19,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-08,1
"27532","04/08/2015","CHI045","445 W 127TH",160,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-08,1
"27582","04/09/2015","CHI003","4124 W FOSTER AVE",26,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-09,1
"27584","04/09/2015","CHI005","2080 W PERSHING",22,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-09,1
"27586","04/09/2015","CHI008","3655 W JACKSON",20,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-09,1
"27590","04/09/2015","CHI013","5330 S COTTAGE GROVE",28,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-09,1
"27594","04/09/2015","CHI019","2917 W ROOSEVELT",25,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-09,1
"27604","04/09/2015","CHI045","445 W 127TH",157,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-09,1
"27651","04/10/2015","CHI003","4124 W FOSTER AVE",113,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-10,1
"27653","04/10/2015","CHI005","2080 W PERSHING",23,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-10,1
"27655","04/10/2015","CHI008","3655 W JACKSON",36,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-10,1
"27659","04/10/2015","CHI013","5330 S COTTAGE GROVE",40,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-10,1
"27663","04/10/2015","CHI019","2917 W ROOSEVELT",33,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-10,1
"27673","04/10/2015","CHI045","445 W 127TH",211,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-10,1
"27722","04/11/2015","CHI003","4124 W FOSTER AVE",185,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-11,1
"27724","04/11/2015","CHI005","2080 W PERSHING",19,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-11,1
"27726","04/11/2015","CHI008","3655 W JACKSON",36,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-11,1
"27730","04/11/2015","CHI013","5330 S COTTAGE GROVE",61,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-11,1
"27734","04/11/2015","CHI019","2917 W ROOSEVELT",48,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-11,1
"27744","04/11/2015","CHI045","445 W 127TH",244,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-11,1
"27794","04/12/2015","CHI003","4124 W FOSTER AVE",112,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-12,1
"27796","04/12/2015","CHI005","2080 W PERSHING",18,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-12,1
"27798","04/12/2015","CHI008","3655 W JACKSON",14,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-12,1
"27802","04/12/2015","CHI013","5330 S COTTAGE GROVE",59,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-12,1
"27806","04/12/2015","CHI019","2917 W ROOSEVELT",24,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-12,1
"27815","04/12/2015","CHI045","445 W 127TH",225,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-12,1
"27863","04/13/2015","CHI003","4124 W FOSTER AVE",70,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-13,1
"27865","04/13/2015","CHI005","2080 W PERSHING",16,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-13,1
"27867","04/13/2015","CHI008","3655 W JACKSON",27,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-13,1
"27871","04/13/2015","CHI013","5330 S COTTAGE GROVE",31,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-13,1
"27875","04/13/2015","CHI019","2917 W ROOSEVELT",27,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-13,1
"27897","04/13/2015","CHI045","445 W 127TH",162,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-13,1
"28002","04/14/2015","CHI003","4124 W FOSTER AVE",93,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-14,1
"28004","04/14/2015","CHI005","2080 W PERSHING",9,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-14,1
"28006","04/14/2015","CHI008","3655 W JACKSON",7,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-14,1
"28010","04/14/2015","CHI013","5330 S COTTAGE GROVE",33,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-14,1
"28014","04/14/2015","CHI019","2917 W ROOSEVELT",30,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-14,1
"28036","04/14/2015","CHI045","445 W 127TH",163,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-14,1
"28141","04/15/2015","CHI003","4124 W FOSTER AVE",106,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-15,1
"28143","04/15/2015","CHI005","2080 W PERSHING",4,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-15,1
"28144","04/15/2015","CHI008","3655 W JACKSON",26,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-15,1
"28148","04/15/2015","CHI013","5330 S COTTAGE GROVE",52,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-15,1
"28151","04/15/2015","CHI019","2917 W ROOSEVELT",30,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-15,1
"28165","04/15/2015","CHI045","445 W 127TH",164,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-15,1
"28249","04/16/2015","CHI003","4124 W FOSTER AVE",113,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-16,1
"28251","04/16/2015","CHI005","2080 W PERSHING",10,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-16,1
"28253","04/16/2015","CHI008","3655 W JACKSON",23,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-16,1
"28257","04/16/2015","CHI013","5330 S COTTAGE GROVE",26,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-16,1
"28261","04/16/2015","CHI019","2917 W ROOSEVELT",31,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-16,1
"28283","04/16/2015","CHI045","445 W 127TH",111,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-16,1
"28361","04/17/2015","CHI003","4124 W FOSTER AVE",126,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-17,1
"28363","04/17/2015","CHI005","2080 W PERSHING",9,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-17,1
"28365","04/17/2015","CHI008","3655 W JACKSON",34,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-17,1
"28369","04/17/2015","CHI013","5330 S COTTAGE GROVE",36,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-17,1
"28373","04/17/2015","CHI019","2917 W ROOSEVELT",40,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-17,1
"28395","04/17/2015","CHI045","445 W 127TH",12,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-17,1
"28500","04/18/2015","CHI003","4124 W FOSTER AVE",151,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-18,1
"28502","04/18/2015","CHI005","2080 W PERSHING",11,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-18,1
"28504","04/18/2015","CHI008","3655 W JACKSON",37,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-18,1
"28508","04/18/2015","CHI013","5330 S COTTAGE GROVE",60,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-18,1
"28512","04/18/2015","CHI019","2917 W ROOSEVELT",50,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-18,1
"28522","04/18/2015","CHI045","445 W 127TH",8,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-18,1
"28571","04/19/2015","CHI003","4124 W FOSTER AVE",170,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-19,1
"28573","04/19/2015","CHI005","2080 W PERSHING",1,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-19,1
"28575","04/19/2015","CHI008","3655 W JACKSON",11,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-19,1
"28579","04/19/2015","CHI013","5330 S COTTAGE GROVE",54,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-19,1
"28583","04/19/2015","CHI019","2917 W ROOSEVELT",19,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-19,1
"28593","04/19/2015","CHI045","445 W 127TH",3,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-19,1
"28642","04/20/2015","CHI003","4124 W FOSTER AVE",114,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-20,1
"28644","04/20/2015","CHI005","2080 W PERSHING",13,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-20,1
"28646","04/20/2015","CHI008","3655 W JACKSON",27,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-20,1
"28650","04/20/2015","CHI013","5330 S COTTAGE GROVE",21,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-20,1
"28654","04/20/2015","CHI019","2917 W ROOSEVELT",39,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-20,1
"28676","04/20/2015","CHI045","445 W 127TH",116,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-20,1
"28779","04/21/2015","CHI003","4124 W FOSTER AVE",107,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-21,1
"28781","04/21/2015","CHI005","2080 W PERSHING",6,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-21,1
"28783","04/21/2015","CHI008","3655 W JACKSON",20,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-21,1
"28787","04/21/2015","CHI013","5330 S COTTAGE GROVE",33,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-21,1
"28791","04/21/2015","CHI019","2917 W ROOSEVELT",49,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-21,1
"28813","04/21/2015","CHI045","445 W 127TH",189,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-21,1
"28919","04/22/2015","CHI003","4124 W FOSTER AVE",103,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-22,1
"28921","04/22/2015","CHI005","2080 W PERSHING",23,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-22,1
"28923","04/22/2015","CHI008","3655 W JACKSON",33,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-22,1
"28927","04/22/2015","CHI013","5330 S COTTAGE GROVE",37,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-22,1
"28931","04/22/2015","CHI019","2917 W ROOSEVELT",34,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-22,1
"28953","04/22/2015","CHI045","445 W 127TH",130,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-22,1
"29058","04/23/2015","CHI003","4124 W FOSTER AVE",124,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-23,1
"29060","04/23/2015","CHI005","2080 W PERSHING",9,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-23,1
"29062","04/23/2015","CHI008","3655 W JACKSON",29,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-23,1
"29066","04/23/2015","CHI013","5330 S COTTAGE GROVE",29,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-23,1
"29070","04/23/2015","CHI019","2917 W ROOSEVELT",40,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-23,1
"29094","04/23/2015","CHI045","445 W 127TH",169,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-23,1
"29202","04/24/2015","CHI003","4124 W FOSTER AVE",141,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-24,1
"29204","04/24/2015","CHI005","2080 W PERSHING",18,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-24,1
"29206","04/24/2015","CHI008","3655 W JACKSON",26,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-24,1
"29210","04/24/2015","CHI013","5330 S COTTAGE GROVE",51,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-24,1
"29214","04/24/2015","CHI019","2917 W ROOSEVELT",26,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-24,1
"29238","04/24/2015","CHI045","445 W 127TH",195,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-24,1
"29343","04/25/2015","CHI003","4124 W FOSTER AVE",172,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-25,1
"29345","04/25/2015","CHI005","2080 W PERSHING",7,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-25,1
"29347","04/25/2015","CHI008","3655 W JACKSON",40,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-25,1
"29351","04/25/2015","CHI013","5330 S COTTAGE GROVE",86,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-25,1
"29355","04/25/2015","CHI019","2917 W ROOSEVELT",24,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-25,1
"29365","04/25/2015","CHI045","445 W 127TH",179,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-25,1
"29415","04/26/2015","CHI003","4124 W FOSTER AVE",225,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-26,1
"29417","04/26/2015","CHI005","2080 W PERSHING",9,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-26,1
"29419","04/26/2015","CHI008","3655 W JACKSON",24,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-26,1
"29423","04/26/2015","CHI013","5330 S COTTAGE GROVE",95,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-26,1
"29427","04/26/2015","CHI019","2917 W ROOSEVELT",49,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-26,1
"29436","04/26/2015","CHI045","445 W 127TH",215,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-26,1
"29484","04/27/2015","CHI003","4124 W FOSTER AVE",130,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-27,1
"29486","04/27/2015","CHI005","2080 W PERSHING",10,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-27,1
"29488","04/27/2015","CHI008","3655 W JACKSON",24,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-27,1
"29492","04/27/2015","CHI013","5330 S COTTAGE GROVE",43,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-27,1
"29496","04/27/2015","CHI019","2917 W ROOSEVELT",34,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-27,1
"29520","04/27/2015","CHI045","445 W 127TH",177,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-27,1
"29625","04/28/2015","CHI003","4124 W FOSTER AVE",127,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-28,1
"29627","04/28/2015","CHI005","2080 W PERSHING",10,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-28,1
"29629","04/28/2015","CHI008","3655 W JACKSON",19,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-28,1
"29633","04/28/2015","CHI013","5330 S COTTAGE GROVE",29,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-28,1
"29637","04/28/2015","CHI019","2917 W ROOSEVELT",39,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-28,1
"29661","04/28/2015","CHI045","445 W 127TH",175,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-28,1
"29766","04/29/2015","CHI003","4124 W FOSTER AVE",126,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-29,1
"29768","04/29/2015","CHI005","2080 W PERSHING",15,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-29,1
"29770","04/29/2015","CHI008","3655 W JACKSON",35,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-29,1
"29774","04/29/2015","CHI013","5330 S COTTAGE GROVE",51,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-29,1
"29778","04/29/2015","CHI019","2917 W ROOSEVELT",37,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-29,1
"29802","04/29/2015","CHI045","445 W 127TH",173,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-29,1
"29907","04/30/2015","CHI003","4124 W FOSTER AVE",142,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-04-30,1
"29909","04/30/2015","CHI005","2080 W PERSHING",11,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-04-30,1
"29911","04/30/2015","CHI008","3655 W JACKSON",24,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-04-30,1
"29915","04/30/2015","CHI013","5330 S COTTAGE GROVE",40,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-04-30,1
"29919","04/30/2015","CHI019","2917 W ROOSEVELT",37,41.866364,-87.699143,"(41.866364, -87.699143)",2015-04-30,1
"29943","04/30/2015","CHI045","445 W 127TH",185,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-04-30,1
"30047","05/01/2015","CHI003","4124 W FOSTER AVE",121,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-05-01,1
"30049","05/01/2015","CHI005","2080 W PERSHING",11,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-05-01,1
